S.No,Tag UID,Cluster,Plant,Line,Plant SAP Code,Section,Section Number,Equipment Group,Equipment Subtype,Tag Name,Source Item ID,Path,Address,Description,Unit Of Measurement,Min,Max,UCL,LCL,Tag Type,Data Source,Variable Type,Location,Control Variable,Feeder Variable,Variable Group,Criticality,Sampling Interval,Process,Mechanical,E_I,Quality,Safety,Environmental,Cutoff,Make_Supplier,Delta Minimum,Historian Code,KPI
,C-BLCW1-PH1-T-PV-441PH1_TZB,Central,BLCW,1,BL01,PreHeater,1,PreHeater,Cyclone,441PH1_TZB,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441PH1_TZB.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441PH1_TZB.Signal.Value,,PH CYC GAS 6 Tmp,Deg C,0,1200.0,,,,Sensor,Temperature,,,,PV,,3s,1.0,,,,,,,,,,
,C-BLCW1-PH1-T-PV-441PH1_TZC,Central,BLCW,1,BL01,PreHeater,1,PreHeater,Cyclone,441PH1_TZC,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441PH1_TZC.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441PH1_TZC.Signal.Value,,PH CYC 6 Matl Tmp.,Deg C,0,1200.0,,,,Sensor,Temperature,,,,PV,,3s,1.0,,,,,,,,,,
,C-BLCW1-KL1-Q-PV-4612K1_XZA,Central,BLCW,1,BL01,Kiln,1,Kiln,Others,4612K1_XZA,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4612K1_XZA.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4612K1_XZA.Signal.Value,,Kiln I/L CO,%,0,2.0,,,,Sensor,Concentration,,,,PV,,3s,,,,,,1.0,,,,,
,C-BLCW1-KL1-Q-PV-4612K1_XZ2,Central,BLCW,1,BL01,Kiln,1,Kiln,Others,4612K1_XZ2,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4612K1_XZ2.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4612K1_XZ2.Signal.Value,,O2% KILN I/L,%,0,25.0,,,,Sensor,Concentration,,,,PV,,3s,1.0,,,,,1.0,,,,,
,C-BLCW1-KL1-Q-PV-4612K1_XZ3,Central,BLCW,1,BL01,Kiln,1,Kiln,Others,4612K1_XZ3,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4612K1_XZ3.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4612K1_XZ3.Signal.Value,,NOX% KILN I/L,ppm,0,2500.0,,,,Sensor,Concentration,,,,PV,,3s,1.0,,,,,1.0,,,,,
,C-BLCW1-KL1-X-PV-451IX1_XZ2,Central,BLCW,1,BL01,Kiln,1,Fan,Process Fan,451IX1_XZ2,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451IX1_XZ2.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451IX1_XZ2.Signal.Value,,Cal.Fan NDE Brg Vib,mm/sec,0,20.0,,,,Sensor,Vibration,NDE+NDE Bearing,,,PV,,3s,1.0,1.0,,,1.0,,,,,,
,C-BLCW1-KL1-Q-PV-4412K1_XZ1,Central,BLCW,1,BL01,Kiln,1,PreHeater,Others,4412K1_XZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4412K1_XZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4412K1_XZ1.Signal.Value,,KS Exit Gas CO,%,0,2.0,,,,Sensor,Concentration,Exit+Kiln String (KS),,,PV,,3s,,,,,,1.0,,,,,
,C-BLCW1-KL1-Q-PV-4412K1_XZ1B,Central,BLCW,1,BL01,Kiln,1,Kiln,Others,4412K1_XZ1B,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4412K1_XZ1B.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4412K1_XZ1B.Signal.Value,,PH Exit Gas CO,%,0,2.0,,,,Sensor,Concentration,Exit,,,PV,,3s,,,,,,1.0,,,,,
,C-BLCW1-KL1-S-PV-451SG1_ZZ1,Central,BLCW,1,BL01,Kiln,1,Kiln,Others,451SG1_ZZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451SG1_ZZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451SG1_ZZ1.Signal.Value,,DAMPR POSITION,%,0,100.0,,,,Sensor,Position,,,,PV,,3s,1.0,,,,,,,,,,
,C-BLCW1-KL1-T-PV-_471EP1_TZ1B,Central,BLCW,1,BL01,Kiln,1,Dust Collector,ESP,_471EP1_TZ1B,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._471EP1_TZ1B.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._471EP1_TZ1B.Signal.Value,,Cooler ESP I/L-3 Temp,Deg C,0,1200.0,,,,Sensor,Temperature,,,,PV,,3s,1.0,,,,,,,,,,
,C-BLCW1-KL1-P-PV-_461KL1_PZZ1,Central,BLCW,1,BL01,Kiln,1,Kiln,Hood,_461KL1_PZZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_PZZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_PZZ1.Signal.Value,,Kiln Hood Draft New,mmWC,-35,35.0,,,,Sensor,Pressure,,,,PV,,3s,1.0,,,,,,,,,,
,C-BLCW1-KL1-S-PV-431FM1_ZZ1,Central,BLCW,1,BL01,Kiln,1,Regulators,Valve,431FM1_ZZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._431FM1_ZZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._431FM1_ZZ1.Signal.Value,,FM1 DOSING VALVE POS,%,0,100.0,,,,Sensor,Position,,,,PV,,3s,1.0,,,,,,,,,,
,C-BLCW1-KL1-P-PV-451FN1_PZ1,Central,BLCW,1,BL01,Kiln,1,PreHeater,Others,451FN1_PZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451FN1_PZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451FN1_PZ1.Signal.Value,,CS PH o/l Draft,mmWC,-1000,0.0,,,,Sensor,Pressure,Calciner String (CS),,,PV,,3s,1.0,,,,,,,,,,
,C-BLCW1-KL1-F-PV-431FM1_QZ1,Central,BLCW,1,BL01,Kiln,1,Kiln,Others,431FM1_QZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._431FM1_QZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._431FM1_QZ1.Signal.Value,,FLOW RATE,TPH,0,504.0,,,,Sensor,Flow,,,,PV,,3s,1.0,,,,,,,,,,1.0
,C-BLCW1-KL1-S-PV-FAULTY,Central,BLCW,1,BL01,Kiln,1,Regulators,Valve,FAULTY,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS.FAULTY.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS.FAULTY.Signal.Value,,DOSING VALVE POS.,%,0,100.0,,,,Sensor,Position,,,,PV,,3s,1.0,,,,,,,,,,
,C-BLCW1-KL1-S-PV-431PB1_ZZ1,Central,BLCW,1,BL01,Kiln,1,Regulators,Valve,431PB1_ZZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._431PB1_ZZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._431PB1_ZZ1.Signal.Value,,DOSING VALVE POS.,%,0,100.0,,,,Sensor,Position,,,,PV,,3s,1.0,,,,,,,,,,
,C-BLCW1-KL1-I-PV-461KL1_IZ1,Central,BLCW,1,BL01,Kiln,1,Kiln,Others,461KL1_IZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_IZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_IZ1.Signal.Value,,Kiln current_1,Amps,0,1845.0,,,,Sensor,Current,,,,PV,,3s,1.0,,1.0,,,,,,,,
,C-BLCW1-KL1-R-PV-461KL1_SZ1,Central,BLCW,1,BL01,Kiln,1,Kiln,Main Drive,461KL1_SZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_SZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_SZ1.Signal.Value,,KILN DRIVE SPEED,RPM,0,4.85,,,,Sensor,Speed,,,,PV,,3s,1.0,,,,,1.0,,,,,
,C-BLCW1-KL1-S-PV-MALFUNCTION,Central,BLCW,1,BL01,Kiln,1,Kiln,Others,MALFUNCTION,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS.MALFUNCTION.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS.MALFUNCTION.Signal.Value,,FLTY DOSING VALV POS,%,0,100.0,,,,Sensor,Position,,,,PV,,3s,1.0,,,,,,,,,,
,C-BLCW1-KL1-R-PV-461KL1_SZ2,Central,BLCW,1,BL01,Kiln,1,Kiln,Others,461KL1_SZ2,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_SZ2.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_SZ2.Signal.Value,,Bridge 2 speed,RPM,0,4.5,,,,Sensor,Speed,,,,PV,,3s,1.0,,,,,1.0,,,,,
,C-BLCW1-KL1-R-PV-421IX1_SZ1,Central,BLCW,1,BL01,Kiln,1,Fan+Dust Collector,Bag House Fan+Process Fan,421IX1_SZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421IX1_SZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421IX1_SZ1.Signal.Value,,BH Fan speed,RPM,0,1000.0,,,,Sensor,Speed,,,,PV,,3s,1.0,,,,,1.0,,,,,
,C-BLCW1-KL1-R-PV-441IX1_SZ1,Central,BLCW,1,BL01,Kiln,1,Fan+PreHeater,Process Fan,441IX1_SZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441IX1_SZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441IX1_SZ1.Signal.Value,,KS SG Fan Speed,RPM,0,2000.0,,,,Sensor,Speed,Kiln String (KS),,,PV,,3s,1.0,,,,,1.0,,,,,
,C-BLCW1-KL1-R-PV-451IX1_SZ1,Central,BLCW,1,BL01,Kiln,1,Fan+PreHeater,Process Fan,451IX1_SZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451IX1_SZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451IX1_SZ1.Signal.Value,,CS SG Fan Speed,RPM,0,970.0,,,,Sensor,Speed,Calciner String (CS),,,PV,,3s,1.0,,,,,1.0,,,,,
,C-BLCW1-KL1-I-PV-421SPRS_IZ1,Central,BLCW,1,BL01,Kiln,1,Dust Collector,Bag House,421SPRS_IZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421SPRS_IZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421SPRS_IZ1.Signal.Value,,BH SPRS Current,Amps,0,1120.0,,,,Sensor,Current,,,,PV,,3s,1.0,,1.0,,,,,,,,
,C-BLCW1-KL1-I-PV-451SPRS_IZ1,Central,BLCW,1,BL01,Kiln,1,Calciner,Calciner,451SPRS_IZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451SPRS_IZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451SPRS_IZ1.Signal.Value,,PC SPRS CURRENT,Amps,0,1000.0,,,,Sensor,Current,,,,PV,,3s,1.0,,1.0,,,,,,,,
,C-BLCW1-KL1-I-PV-461KL1_IZ2,Central,BLCW,1,BL01,Kiln,1,Kiln,Others,461KL1_IZ2,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_IZ2.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_IZ2.Signal.Value,,KILN CURR_2,Amps,0,1845.0,,,,Sensor,Current,,,,PV,,3s,1.0,,1.0,,,,,,,,
,C-BLCW1-KL1-F-PV-431FM2_QZ1,Central,BLCW,1,BL01,Kiln,1,Kiln,Others,431FM2_QZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._431FM2_QZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._431FM2_QZ1.Signal.Value,,FLOW RATE,TPH,0,550.0,,,,Sensor,Flow,,,,PV,,3s,1.0,,,,,,,,,,1.0
,C-BLCW1-KL1-T-PV-461KL1_TEMP,Central,BLCW,1,BL01,Kiln,1,Kiln,Others,461KL1_TEMP,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_TEMP.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_TEMP.Signal.Value,,KILN INLET TEMP,Deg C,0,1200.0,,,,Sensor,Temperature,Inlet,,,PV,,3s,1.0,,,,,,,,,,
,C-BLCW1-KL1-S-PV-431FM2_ZZ1,Central,BLCW,1,BL01,Kiln,1,Regulators,Valve,431FM2_ZZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._431FM2_ZZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._431FM2_ZZ1.Signal.Value,,Dosing Valve Pos,%,0,100.0,,,,Sensor,Position,,,,PV,,3s,1.0,,,,,,,,,,
,C-BLCW1-KL1-R-PV-_481FN2_SZ1A,Central,BLCW,1,BL01,Kiln,1,Fan,Process Fan,_481FN2_SZ1A,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._481FN2_SZ1A.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._481FN2_SZ1A.Signal.Value,,PA FAN SPEED,RPM,0,1485.0,,,,Sensor,Speed,,,,PV,,3s,1.0,,,,,1.0,,,,,
,C-BLCW1-KL1-Q-PV-4412K1_XZ1A,Central,BLCW,1,BL01,Kiln,1,Kiln,Others,4412K1_XZ1A,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4412K1_XZ1A.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4412K1_XZ1A.Signal.Value,,PH O/L OXYGEN,%,0,12.5,,,,Sensor,Concentration,,,,PV,,3s,,,,,,1.0,,,,,
,C-BLCW1-KL1-Q-PV-4512K1_XZ2A,Central,BLCW,1,BL01,Kiln,1,Calciner,Calciner,4512K1_XZ2A,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4512K1_XZ2A.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4512K1_XZ2A.Signal.Value,,PC O/L OXYGEN,%,0,25.0,,,,Sensor,Concentration,,,,PV,,3s,,,,,,1.0,,,,,
,C-BLCW1-KL1-Q-PV-4512K1_XZ1,Central,BLCW,1,BL01,Kiln,1,Calciner,Calciner,4512K1_XZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4512K1_XZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4512K1_XZ1.Signal.Value,,PC O/L CO,%,0,2.5,,,,Sensor,Concentration,,,,PV,,3s,,,,,,1.0,,,,,
,C-BLCW1-KL1-I-PV-4212D1_IZ1,Central,BLCW,1,BL01,Kiln,1,Dust Collector,Bag House,4212D1_IZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4212D1_IZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4212D1_IZ1.Signal.Value,,BH RevAirFan Current,Amps,0,230.0,,,,Sensor,Current,,,,PV,,3s,1.0,,1.0,,,,,,,,
,C-BLCW1-KL1-R-PV-4212D1_SZ1,Central,BLCW,1,BL01,Kiln,1,Dust Collector,Bag House,4212D1_SZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4212D1_SZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4212D1_SZ1.Signal.Value,,BH Rev.AirFan Speed,RPM,0,1500.0,,,,Sensor,Speed,,,,PV,,3s,1.0,,,,,1.0,,,,,
,C-BLCW1-KL1-I-PV-461KL1_IZ3,Central,BLCW,1,BL01,Kiln,1,Kiln,Others,461KL1_IZ3,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_IZ3.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_IZ3.Signal.Value,,Field Current,Amps,0,10.0,,,,Sensor,Current,,,,PV,,3s,1.0,,1.0,,,,,,,,
,C-BLCW1-KL1-F-PV-451VM1_FZ1,Central,BLCW,1,BL01,Kiln,1,Calciner,Calciner+Ducts,451VM1_FZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451VM1_FZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451VM1_FZ1.Signal.Value,,WaterFlow_PC Duct,m3/hr,0,60.0,,,,Sensor,Flow,,,,PV,,3s,1.0,,,,,,,,,,
,C-BLCW1-KL1-Q-PV-421SK1_XZ1A,Central,BLCW,1,BL01,Kiln,1,Pollution Control+Dust Collector,Stack+Bag House,421SK1_XZ1A,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421SK1_XZ1A.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421SK1_XZ1A.Signal.Value,,BAG HOUSE STACK MONT,mg/Nm3,0,500.0,,,,Sensor,Concentration,,,,PV,,3s,,,,,,1.0,,,,,
,C-BLCW1-KL1-J-PV-391IX1_JZ1,Central,BLCW,1,BL01,Kiln,1,Kiln,Others,391IX1_JZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._391IX1_JZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._391IX1_JZ1.Signal.Value,,FILLER COMP.KW,kW,0,250.0,,,,Sensor,Power,,,,PV,,3s,1.0,,1.0,,,,,,,,1.0
,C-BLCW1-KL1-I-PV-431FN1A_IZ1,Central,BLCW,1,BL01,Kiln,1,Kiln,Others,431FN1A_IZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._431FN1A_IZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._431FN1A_IZ1.Signal.Value,,Current feedback,Amps,0,125.0,,,,Sensor,Current,,,,PV,,3s,1.0,,1.0,,,,,,,,
,C-BLCW1-KL1-P-PV-461KL1GB_PZ1,Central,BLCW,1,BL01,Kiln,1,Kiln,Gear System,461KL1GB_PZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1GB_PZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1GB_PZ1.Signal.Value,,KILN GB OIL PRESS,Bar,0,10.0,,,,Sensor,Pressure,,,,PV,,3s,1.0,,,,,,,,,,
,C-BLCW1-KL1-X-PV-461KL1_XZ1,Central,BLCW,1,BL01,Kiln,1,Kiln,Roller,461KL1_XZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_XZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_XZ1.Signal.Value,,KILN TYRE_2 BRG.VIB.,mm/sec,0,20.0,,,,Sensor,Vibration,Bearing,,,PV,,3s,1.0,1.0,,,1.0,,,,,,
,C-BLCW1-KL1-I-PV-481FN2A_IZ1,Central,BLCW,1,BL01,Kiln,1,Fan,Process Fan,481FN2A_IZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._481FN2A_IZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._481FN2A_IZ1.Signal.Value,,PA FAN VFD CURRENT,Amps,0,332.0,,,,Sensor,Current,,,,PV,,3s,1.0,,1.0,,,,,,,,
,C-BLCW1-KL1-L-PV-_451CS4_NLG_LZ1,Central,BLCW,1,BL01,Kiln,1,PreHeater,Cyclone,_451CS4_NLG_LZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451CS4_NLG_LZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451CS4_NLG_LZ1.Signal.Value,,CS4 Cyclone Jam,Others,0,100.0,,,,Sensor,Level,Calciner String (CS),,,PV,,3s,1.0,,,,,,,,,,
,C-BLCW1-KL1-R-PV-_421IX1_SZO,Central,BLCW,1,BL01,Kiln,1,Fan+Dust Collector,Bag House Fan+Process Fan,_421IX1_SZO,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421IX1_SZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421IX1_SZ1.Signal.Value,,BH fan speed SP,RPM,0,2000.0,,,,Sensor,Speed,,,,PV,,3s,1.0,,,,,1.0,,,,,
,C-BLCW1-KL1-I-PV-431MD1A_IZ1,Central,BLCW,1,BL01,Kiln,1,Kiln,Others,431MD1A_IZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._431MD1A_IZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._431MD1A_IZ1.Signal.Value,,MainKF ElvMotA Amps,Amps,0,300.0,,,,Sensor,Current,,,,PV,,3s,1.0,,1.0,,,,,,,,
,C-BLCW1-KL1-J-PV-431MD2A_JZ1,Central,BLCW,1,BL01,Kiln,1,Kiln,Others,431MD2A_JZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._431MD2A_JZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._431MD2A_JZ1.Signal.Value,,KFSTB 125KW MOT PWR1,kW,0,115.0,,,,Sensor,Power,,,,PV,,3s,1.0,,1.0,,,,,,,,1.0
,C-BLCW1-PH1-X-PV-441IX1_XZ1,Central,BLCW,1,BL01,PreHeater,1,Fan,Process Fan+PreHeater Fan,441IX1_XZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441IX1_XZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441IX1_XZ1.Signal.Value,,PH FAN NDE VIBN.,mm/sec,0,25.0,,,,Sensor,Vibration,NDE,,,PV,,3s,1.0,1.0,,,1.0,,,,,,
,C-BLCW1-KL1-X-PV-451IX1_XZ1,Central,BLCW,1,BL01,Kiln,1,Fan+PreHeater,Process Fan,451IX1_XZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451IX1_XZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451IX1_XZ1.Signal.Value,,CS String SG Fan Vib,mm/sec,0,50.0,,,,Sensor,Vibration,Calciner String (CS),,,PV,,3s,1.0,1.0,,,1.0,,,,,,
,C-BLCW1-KL1-J-PV-421IX1_JZ1,Central,BLCW,1,BL01,Kiln,1,Fan,Process Fan,421IX1_JZ1,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421IX1_JZ1.Signal.Value,{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421IX1_JZ1.Signal.Value,,B.H.Fan Power,kW,0,1800.0,,,,Sensor,Power,,,,PV,,3s,1.0,,1.0,,,,,,,,1.0
